element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
He,1,"=""220402.068""","=""7.0086e+04""","=""8.5068e-01""",AAA,"=""[23.9719714182]""","=""[24.0282250640]""","=""1s.5s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,
He,1,"=""230389.9113""","=""9.6087e+04""","=""4.5877e-01""",AAA,"=""[24.30428920147]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",,
He,1,"=""230390.7682""","=""5.7652e+04""","=""4.5878e-01""",AAA,"=""[24.30428940164]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",,
He,1,"=""230401.2911""","=""1.9217e+04""","=""4.5881e-01""",AAA,"=""[24.30429185947]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",,
He,1,"=""235222.9069""","=""7.2589e+03""","=""1.8064e-01""",AAA,"=""[24.3671800778]""","=""[24.419889314325]""","=""1s.8s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
He,1,"=""257244.0877""","=""1.507e+00""","=""2.492e-05""",AA,"=""[24.37116601407]""","=""[24.419363117280]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""257389.3679""","=""7.7284e+02""","=""4.6055e-03""",AAA,"=""[24.37116588077]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""257390.0802""","=""1.1593e+04""","=""1.1514e-01""",AAA,"=""[24.37116601407]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""257390.4391""","=""6.9550e+03""","=""6.9078e-02""",AAA,"=""[24.37116588077]""","=""[24.419335579246]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""257390.5151""","=""2.7822e+04""","=""3.8686e-01""",AAA,"=""[24.37116588077]""","=""[24.419335565023]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""257391.1514""","=""2.0865e+04""","=""3.4539e-01""",AAA,"=""[24.37116601407]""","=""[24.419335579246]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""257398.8306""","=""1.5457e+04""","=""4.6059e-01""",AAA,"=""[24.37116765163]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""274250.2715""","=""1.151e+00""","=""7.784e-06""",AA,"=""[24.374680900214]""","=""[24.419889314325]""","=""1s.8d""","=""3D""","=""2""","=""1s.9p""","=""1P*""","=""1""",,
He,1,"=""274484.9021""","=""1.5165e+04""","=""1.0277e-01""",AAA,"=""[24.374719544511]""","=""[24.419889314325]""","=""1s.8d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",,
He,1,"=""277096.44080""","=""1.325e+03""","=""1.525e-02""",AA,"=""[24.374680880069]""","=""[24.4194249403235]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277096.56555""","=""1.023e+04""","=""1.648e-01""",AA,"=""[24.374680900214]""","=""[24.4194249403235]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277097.36401""","=""2.3317e+02""","=""1.9172e-03""",AAA,"=""[24.374680880069]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""2""",,
He,1,"=""277097.48877""","=""8.1603e+03""","=""9.3935e-02""",AAA,"=""[24.374680900214]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""2""",,
He,1,"=""277097.94426""","=""5.2464e+04""","=""7.7648e-01""",AAA,"=""[24.374680880069]""","=""[24.4194246975540]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""277098.26101""","=""4.5043e+03""","=""5.1850e-02""",AAA,"=""[24.374680880069]""","=""[24.4194246464065]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""277098.38577""","=""3.6407e+04""","=""5.8673e-01""",AAA,"=""[24.374680900214]""","=""[24.4194246464065]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""277099.25705""","=""4.4069e+04""","=""8.4549e-01""",AAA,"=""[24.374681185743]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""1""","=""1s.9f""","=""3F*""","=""2""",,
He,1,"=""277336.093732""","=""4.0994e+04""","=""6.6179e-01""",AAA,"=""[24.374719544511]""","=""[24.4194249403235]""","=""1s.8d""","=""1D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277337.917099""","=""1.158e+04""","=""1.869e-01""",AA,"=""[24.374719544511]""","=""[24.4194246464065]""","=""1s.8d""","=""1D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""277808.413266""","=""3.981e+03""","=""5.923e-02""",AA,"=""[24.3748069170618]""","=""[24.41943630642235]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""277808.638616""","=""4.3847e+03""","=""5.0733e-02""",AAA,"=""[24.3748069170618]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""277808.880877""","=""2.141e+03""","=""2.478e-02""",AA,"=""[24.3748069921824]""","=""[24.41943630642235]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""277809.106228""","=""9.1071e+01""","=""8.1957e-04""",AAA,"=""[24.3748069921824]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""277809.337591""","=""6.4008e+04""","=""9.5220e-01""",AAA,"=""[24.3748069170618]""","=""[24.4194361579319]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""277809.439486""","=""7.1399e+04""","=""1.0097e+00""",AAA,"=""[24.3748069921824]""","=""[24.41943621668346]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""277809.805205""","=""2.3211e+03""","=""2.6856e-02""",AAA,"=""[24.3748069921824]""","=""[24.4194361579319]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""277809.936727""","=""6.5571e+04""","=""1.0622e+00""",AAA,"=""[24.3748071255995]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""2""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""277810.985217""","=""6.5277e+04""","=""9.7109e-01""",AAA,"=""[24.3748073302369]""","=""[24.41943630642235]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""277811.210571""","=""1.353e+03""","=""1.565e-02""",AA,"=""[24.3748073302369]""","=""[24.4194362702203]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""277811.909558""","=""5.071e+03""","=""7.544e-02""",AA,"=""[24.3748073302369]""","=""[24.4194361579319]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""277892.4662565""","=""2.770e+00""","=""3.920e-05""",AA,"=""[24.3748231461435]""","=""[24.41943903663648]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""277892.6280799""","=""2.4015e+03""","=""2.7803e-02""",AAA,"=""[24.3748231461435]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""277892.9874909""","=""1.832e+03""","=""2.121e-02""",AA,"=""[24.3748232298280]""","=""[24.41943903663648]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""277893.0838501""","=""9.2500e+04""","=""1.3089e+00""",AAA,"=""[24.3748231461435]""","=""[24.41943893748148]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""277893.1493149""","=""4.6651e+01""","=""4.4190e-04""",AAA,"=""[24.3748232298280]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""277893.3661641""","=""9.4468e+04""","=""1.2926e+00""",AAA,"=""[24.3748232298280]""","=""[24.41943897584046]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""277893.6050868""","=""1.9470e+03""","=""2.2541e-02""",AAA,"=""[24.3748232298280]""","=""[24.41943893748148]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""277893.6241181""","=""8.9803e+04""","=""1.3367e+00""",AAA,"=""[24.3748233060576]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""3""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""277893.7831257""","=""9.2633e+04""","=""1.3108e+00""",AAA,"=""[24.3748233575671]""","=""[24.41943903663648]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""277893.9449507""","=""2.217e+03""","=""2.567e-02""",AA,"=""[24.3748233575671]""","=""[24.41943901065559]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""277894.4007252""","=""2.063e+01""","=""2.919e-04""",AA,"=""[24.3748233575671]""","=""[24.41943893748148]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""277911.3522603""","=""2.656e+00""","=""3.635e-05""",AA,"=""[24.37482704046834]""","=""[24.41943989900212]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""277911.4735922""","=""2.0833e+03""","=""2.4122e-02""",AAA,"=""[24.37482704046834]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""277911.6924896""","=""1.667e+03""","=""1.930e-02""",AA,"=""[24.37482709508499]""","=""[24.41943989900212]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""277911.7939092""","=""1.2140e+05""","=""1.6613e+00""",AAA,"=""[24.37482704046834]""","=""[24.41943982810474]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""277911.8138219""","=""2.8274e+01""","=""2.7702e-04""",AAA,"=""[24.37482709508499]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""277911.9665387""","=""1.2316e+05""","=""1.6455e+00""",AAA,"=""[24.37482709508499]""","=""[24.41943985500943]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""7""",,
He,1,"=""277912.1226239""","=""1.1909e+05""","=""1.6854e+00""",AAA,"=""[24.37482714465648]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""277912.1341396""","=""1.7547e+03""","=""2.0318e-02""",AAA,"=""[24.37482709508499]""","=""[24.41943982810474]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""277912.2317302""","=""1.2149e+05""","=""1.6625e+00""",AAA,"=""[24.37482718164840]""","=""[24.41943989900212]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""277912.3530629""","=""1.960e+03""","=""2.269e-02""",AA,"=""[24.37482718164840]""","=""[24.41943987952483]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""277912.6733819""","=""1.074e+01""","=""1.469e-04""",AA,"=""[24.37482718164840]""","=""[24.41943982810474]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""277922.30960502""","=""4.3733e+00""","=""5.0642e-05""",AAA,"=""[24.37482875537896]""","=""[24.41943985500943]""","=""1s.8k""","=""3K*""","=""7""","=""1s.9i""","=""3I""","=""7""",,
He,1,"=""277922.37365621""","=""4.809e+00""","=""5.568e-05""",AA,"=""[24.37482880965292]""","=""[24.41943989900212]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""277922.47721846""","=""4.7864e+02""","=""4.8036e-03""",AAA,"=""[24.37482875537896]""","=""[24.41943982810474]""","=""1s.8k""","=""3K*""","=""7""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""277922.48608341""","=""4.7511e+02""","=""4.8545e-03""",AAA,"=""[24.37482878370663]""","=""[24.41943985500943]""","=""1s.8k""","=""3K*""","=""8""","=""1s.9i""","=""3I""","=""7""",,
He,1,"=""277922.49499777""","=""4.8371e+02""","=""4.7396e-03""",AAA,"=""[24.37482880965292]""","=""[24.41943987952483]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""3I""","=""5""",,
He,1,"=""277922.50750230""","=""4.7888e+02""","=""4.8060e-03""",AAA,"=""[24.37482883113740]""","=""[24.41943989900212]""","=""1s.8k""","=""1K*""","=""7""","=""1s.9i""","=""1I""","=""6""",,
He,1,"=""277922.78157266""","=""4.182e+00""","=""4.843e-05""",AA,"=""[24.37482883113740]""","=""[24.41943985500943]""","=""1s.8k""","=""1K*""","=""7""","=""1s.9i""","=""3I""","=""7""",,
He,1,"=""277922.81534015""","=""5.0631e+00""","=""5.8630e-05""",AAA,"=""[24.37482880965292]""","=""[24.41943982810474]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""3I""","=""6""",,
He,1,"=""277924.8161097""","=""1.8638e+01""","=""2.1583e-04""",AAA,"=""[24.37482827854156]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""6""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""277924.8934724""","=""2.082e+01""","=""2.411e-04""",AA,"=""[24.37482835175535]""","=""[24.41943903663648]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""277925.0547675""","=""1.5095e+03""","=""1.5149e-02""",AAA,"=""[24.37482831684934]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""7""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""277925.0550865""","=""1.5239e+03""","=""1.4932e-02""",AAA,"=""[24.37482827854156]""","=""[24.41943893748148]""","=""1s.8i""","=""3I""","=""6""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""277925.0553336""","=""1.5461e+03""","=""1.4649e-02""",AAA,"=""[24.37482835175535]""","=""[24.41943901065559]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""3H*""","=""4""",,
He,1,"=""277925.0662441""","=""1.5251e+03""","=""1.4944e-02""",AAA,"=""[24.37482837948752]""","=""[24.41943903663648]""","=""1s.8i""","=""1I""","=""6""","=""1s.9h""","=""1H*""","=""5""",,
He,1,"=""277925.2722326""","=""2.5412e-01""","=""3.4778e-06""",AAA,"=""[24.37482835175535]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""277925.4450048""","=""1.770e+01""","=""2.050e-04""",AA,"=""[24.37482837948752]""","=""[24.41943897584046]""","=""1s.8i""","=""1I""","=""6""","=""1s.9h""","=""3H*""","=""6""",,
He,1,"=""277925.5112102""","=""2.2128e+01""","=""2.5625e-04""",AAA,"=""[24.37482835175535]""","=""[24.41943893748148]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""3H*""","=""5""",,
He,1,"=""277934.2927906""","=""5.6179e+01""","=""6.5060e-04""",AAA,"=""[24.37482704046834]""","=""[24.41943621668346]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""277934.3828156""","=""6.395e+01""","=""7.406e-04""",AA,"=""[24.37482714465648]""","=""[24.41943630642235]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""277934.6083700""","=""3.3315e+03""","=""3.0008e-02""",AAA,"=""[24.37482714465648]""","=""[24.4194362702203]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9g""","=""3G""","=""3""",,
He,1,"=""277934.6132915""","=""3.2669e+03""","=""3.0955e-02""",AAA,"=""[24.37482718164840]""","=""[24.41943630642235]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9g""","=""1G""","=""4""",,
He,1,"=""277934.6330762""","=""3.2214e+03""","=""3.1567e-02""",AAA,"=""[24.37482709508499]""","=""[24.41943621668346]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""277934.6588383""","=""3.2621e+03""","=""3.0909e-02""",AAA,"=""[24.37482704046834]""","=""[24.4194361579319]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""277934.9419289""","=""1.1013e+00""","=""1.5588e-05""",AAA,"=""[24.37482714465648]""","=""[24.41943621668346]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""277935.1724057""","=""5.285e+01""","=""6.121e-04""",AA,"=""[24.37482718164840]""","=""[24.41943621668346]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9g""","=""3G""","=""5""",,
He,1,"=""277935.3079783""","=""6.9315e+01""","=""8.0273e-04""",AAA,"=""[24.37482714465648]""","=""[24.4194361579319]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9g""","=""3G""","=""4""",,
He,1,"=""277980.293647""","=""4.639e+02""","=""4.180e-03""",AA,"=""[24.3748231461435]""","=""[24.4194249403235]""","=""1s.8g""","=""3G""","=""4""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277981.290314""","=""8.644e+01""","=""1.001e-03""",AA,"=""[24.3748233060576]""","=""[24.4194249403235]""","=""1s.8g""","=""3G""","=""3""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277981.611349""","=""5.5338e+03""","=""4.9862e-02""",AAA,"=""[24.3748233575671]""","=""[24.4194249403235]""","=""1s.8g""","=""1G""","=""4""","=""1s.9f""","=""1F*""","=""3""",,
He,1,"=""277981.806714""","=""1.5379e+02""","=""1.7816e-03""",AAA,"=""[24.3748231461435]""","=""[24.4194246975540]""","=""1s.8g""","=""3G""","=""4""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""277982.125494""","=""5.4226e+03""","=""4.8860e-02""",AAA,"=""[24.3748231461435]""","=""[24.4194246464065]""","=""1s.8g""","=""3G""","=""4""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""277982.219433""","=""6.0844e+03""","=""5.0348e-02""",AAA,"=""[24.3748233060576]""","=""[24.4194247912483]""","=""1s.8g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""2""",,
He,1,"=""277982.328283""","=""5.7839e+03""","=""5.4823e-02""",AAA,"=""[24.3748232298280]""","=""[24.4194246975540]""","=""1s.8g""","=""3G""","=""5""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""277982.803391""","=""4.6947e+00""","=""6.9927e-05""",AAA,"=""[24.3748233060576]""","=""[24.4194246975540]""","=""1s.8g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""277983.122174""","=""2.9384e+02""","=""3.4041e-03""",AAA,"=""[24.3748233060576]""","=""[24.4194246464065]""","=""1s.8g""","=""3G""","=""3""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""277983.124430""","=""1.420e+02""","=""1.645e-03""",AA,"=""[24.3748233575671]""","=""[24.4194246975540]""","=""1s.8g""","=""1G""","=""4""","=""1s.9f""","=""3F*""","=""4""",,
He,1,"=""277983.443213""","=""3.679e+02""","=""3.315e-03""",AA,"=""[24.3748233575671]""","=""[24.4194246464065]""","=""1s.8g""","=""1G""","=""4""","=""1s.9f""","=""3F*""","=""3""",,
He,1,"=""278264.748398""","=""2.370e+03""","=""1.965e-02""",AA,"=""[24.3748069170618]""","=""[24.419363117280]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""278267.328805""","=""7.9916e+03""","=""6.6265e-02""",AAA,"=""[24.3748073302369]""","=""[24.419363117280]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""278436.836748""","=""7.1583e+03""","=""5.9428e-02""",AAA,"=""[24.3748069170618]""","=""[24.419335579246]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""278436.887173""","=""1.0430e+04""","=""7.2735e-02""",AAA,"=""[24.3748071255995]""","=""[24.419335779720]""","=""1s.8f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""1""",,
He,1,"=""278436.925684""","=""6.3257e+02""","=""7.3522e-03""",AAA,"=""[24.3748069170618]""","=""[24.419335565023]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""278437.395413""","=""9.5782e+03""","=""8.6587e-02""",AAA,"=""[24.3748069921824]""","=""[24.419335565023]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""278438.140736""","=""1.1587e+03""","=""1.3467e-02""",AAA,"=""[24.3748071255995]""","=""[24.419335579246]""","=""1s.8f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""278438.229673""","=""2.3650e+01""","=""3.8483e-04""",AAA,"=""[24.3748071255995]""","=""[24.419335565023]""","=""1s.8f""","=""3F*""","=""2""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""278439.420348""","=""2.113e+03""","=""1.754e-02""",AA,"=""[24.3748073302369]""","=""[24.419335579246]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""278439.509285""","=""1.952e+02""","=""2.268e-03""",AA,"=""[24.3748073302369]""","=""[24.419335565023]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9d""","=""3D""","=""3""",,
He,1,"=""282447.1759""","=""3.9331e+04""","=""7.8400e-01""",AAA,"=""[24.375466697350]""","=""[24.419363117280]""","=""1s.8p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,
He,1,"=""282624.4779""","=""2.987e+00""","=""5.962e-05""",AA,"=""[24.375466697350]""","=""[24.419335579246]""","=""1s.8p""","=""1P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,
He,1,"=""293878.4478""","=""2.6504e+04""","=""1.1439e-01""",AAA,"=""[24.374681185743]""","=""[24.41687012452]""","=""1s.8d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""0""",,
He,1,"=""293884.4374""","=""1.9877e+04""","=""1.5442e-01""",AAA,"=""[24.374680900214]""","=""[24.41686897915]""","=""1s.8d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""293884.9464""","=""2.2264e+04""","=""2.0591e-01""",AAA,"=""[24.374680880069]""","=""[24.41686888593]""","=""1s.8d""","=""3D""","=""3""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""293885.0868""","=""3.9753e+03""","=""5.1473e-02""",AAA,"=""[24.374680900214]""","=""[24.41686888593]""","=""1s.8d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""293886.4264""","=""6.6261e+03""","=""8.5797e-02""",AAA,"=""[24.374681185743]""","=""[24.41686897915]""","=""1s.8d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""293887.0758""","=""2.6504e+02""","=""5.7198e-03""",AAA,"=""[24.374681185743]""","=""[24.41686888593]""","=""1s.8d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""2""",,
He,1,"=""294153.8825""","=""1.541e+00""","=""1.199e-05""",AA,"=""[24.374719544511]""","=""[24.41686897915]""","=""1s.8d""","=""1D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,
He,1,"=""297307.0150""","=""1.0185e+03""","=""4.4989e-03""",AAA,"=""[24.40777537914]""","=""[24.44947779185]""","=""1s.9s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,
He,1,"=""297312.9491""","=""1.0185e+03""","=""1.3497e-02""",AAA,"=""[24.40777537914]""","=""[24.44947695951]""","=""1s.9s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,
He,1,"=""297313.4319""","=""1.0185e+03""","=""2.2496e-02""",AAA,"=""[24.40777537914]""","=""[24.44947689179]""","=""1s.9s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,
He,1,"=""321024.7743""","=""7.5513e+04""","=""3.8890e-01""",AAA,"=""[24.375466697350]""","=""[24.41408807749]""","=""1s.8p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,
He,1,"=""329829.5793""","=""3.9092e+03""","=""1.9127e-01""",AAA,"=""[24.41408807749]""","=""[24.451678459372]""","=""1s.9s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
He,1,"=""338666.7503""","=""5.2133e+04""","=""5.3786e-01""",AAA,"=""[24.37116588077]""","=""[24.40777537914]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""338667.9834""","=""3.1280e+04""","=""5.3786e-01""",AAA,"=""[24.37116601407]""","=""[24.40777537914]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""338683.1329""","=""1.0427e+04""","=""5.3793e-01""",AAA,"=""[24.37116765163]""","=""[24.40777537914]""","=""1s.8p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,
He,1,"=""358486.929""","=""1.8738e+04""","=""1.0831e+00""",AAA,"=""[24.0112149898]""","=""[24.04580040653]""","=""1s.5s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,
He,1,"=""360365.9373""","=""4.0967e+02""","=""4.7855e-03""",AAA,"=""[24.41686888593]""","=""[24.451273968544]""","=""1s.9p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",,
He,1,"=""360366.9137""","=""6.1450e+03""","=""1.1964e-01""",AAA,"=""[24.41686897915]""","=""[24.451273968544]""","=""1s.9p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",,
He,1,"=""360367.4675""","=""3.6867e+03""","=""7.1777e-02""",AAA,"=""[24.41686888593]""","=""[24.451273822448]""","=""1s.9p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",,
He,1,"=""360367.5764""","=""1.4748e+04""","=""4.0198e-01""",AAA,"=""[24.41686888593]""","=""[24.451273812052]""","=""1s.9p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",,
He,1,"=""360368.4439""","=""1.1060e+04""","=""3.5888e-01""",AAA,"=""[24.41686897915]""","=""[24.451273822448]""","=""1s.9p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",,
