element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
O,4,"=""2112.78""","=""1.97e+05""","=""2.64e-04""",C+,"=""61.99147""","=""67.8598""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,
O,2,"=""2112.920""","=""2.15e+06""","=""1.08e-03""",D,"=""28.361069""","=""34.228977""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",,
O,4,"=""2113.40""","=""2.36e+05""","=""2.37e-04""",C+,"=""61.99679""","=""67.8634""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",,
O,4,"=""2114.69""","=""3.93e+04""","=""2.63e-05""",D,"=""61.99679""","=""67.8598""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,
O,2,"=""2115.949""","=""2.25e+06""","=""1.01e-03""",D,"=""28.358142""","=""34.217649""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,
O,4,"=""2120.80""","=""9.63e+06""","=""4.33e-03""",B,"=""72.5011""","=""78.3472""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""","=""2p2.(1D).3p""","=""2D*""","=""3/2""",,
O,4,"=""2121.25""","=""1.05e+08""","=""7.08e-02""",B,"=""57.92905""","=""63.77391""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,
O,2,"=""2123.853""","=""5.00e+06""","=""3.38e-03""",C,"=""26.2254001""","=""32.063101""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,
O,4,"=""2126.47""","=""5.23e+07""","=""1.77e-02""",B,"=""57.94338""","=""63.77391""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,
O,4,"=""2128.06""","=""2.61e+07""","=""3.54e-02""",B,"=""57.92905""","=""63.75520""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,
O,2,"=""2132.486""","=""4.45e+07""","=""2.02e-02""",C,"=""26.2490334""","=""32.063101""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,
O,2,"=""2132.690""","=""4.94e+07""","=""1.68e-02""",C,"=""26.2254001""","=""32.038913""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,
O,4,"=""2133.31""","=""1.29e+08""","=""8.80e-02""",B,"=""57.94338""","=""63.75520""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,
O,3,"=""2153.981""","=""9.49e+04""","=""2.20e-05""",C,"=""33.150537""","=""38.906585""","=""2s2.2p.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p.(2P*).3p""","=""1S""","=""0""",,
O,4,"=""2156.01""","=""2.11e+06""","=""2.21e-03""",B,"=""67.8598""","=""73.6104""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,
O,4,"=""2157.36""","=""2.95e+07""","=""2.06e-02""",B,"=""67.8634""","=""73.6104""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,
O,4,"=""2159.78""","=""2.83e+07""","=""1.98e-02""",B,"=""67.8598""","=""73.6004""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,
O,4,"=""2161.13""","=""3.14e+06""","=""1.47e-03""",B,"=""67.8634""","=""73.6004""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,
O,3,"=""2166.070""","=""1.68e+07""","=""1.18e-02""",C+,"=""40.262089""","=""45.986014""","=""2s2.2p.(2P*).3d""","=""1D*""","=""2""","=""2s2.2p.(2P*).4p""","=""1D""","=""2""",,
O,2,"=""2171.19""","=""3.67e+04""","=""3.46e-05""",E,"=""28.358142""","=""34.06856""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""7/2""",,
O,2,"=""2172.31""","=""9.91e+05""","=""7.01e-04""",D,"=""28.361069""","=""34.06856""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""7/2""",,
O,2,"=""2172.888""","=""7.59e+05""","=""3.58e-04""",C,"=""25.661218""","=""31.367183""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",,
O,2,"=""2172.937""","=""8.43e+04""","=""5.97e-05""",D,"=""25.661347""","=""31.367183""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",,
O,2,"=""2173.12""","=""9.77e+05""","=""6.92e-04""",D,"=""28.358142""","=""34.06351""","=""2s2.2p2.(1D).3p""","=""2F*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",,
O,2,"=""2173.228""","=""8.43e+05""","=""2.98e-04""",D,"=""25.661347""","=""31.366419""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""1/2""",,
O,2,"=""2174.23""","=""4.88e+04""","=""2.59e-05""",E,"=""28.361069""","=""34.06351""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",,
O,4,"=""2181.22""","=""3.60e+05""","=""3.85e-04""",B,"=""62.17922""","=""67.8634""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",,
O,3,"=""2182.254""","=""4.40e+05""","=""1.88e-04""",C,"=""35.181719""","=""40.863194""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3P*""","=""1""",,
O,4,"=""2182.61""","=""4.85e+06""","=""3.46e-03""",B,"=""62.17922""","=""67.8598""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,
O,2,"=""2183.252""","=""1.15e+07""","=""1.23e-02""",C,"=""26.3047208""","=""31.983597""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,
O,4,"=""2183.85""","=""5.02e+06""","=""3.59e-03""",B,"=""62.18606""","=""67.8634""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",,
O,4,"=""2185.24""","=""5.37e+05""","=""2.56e-04""",B,"=""62.18606""","=""67.8598""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",,
O,2,"=""2187.022""","=""9.17e+04""","=""6.58e-05""",C,"=""20.579946""","=""26.2490334""","=""2s.2p4""","=""2D""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",,
O,3,"=""2187.700""","=""7.85e+05""","=""5.63e-04""",C,"=""35.181719""","=""40.849049""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3P*""","=""2""",,
O,3,"=""2189.730""","=""1.04e+06""","=""2.49e-04""",C,"=""35.208710""","=""40.870788""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3P*""","=""0""",,
O,2,"=""2191.154""","=""1.13e+07""","=""8.13e-03""",C,"=""26.3047208""","=""31.963118""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,
O,3,"=""2192.670""","=""2.60e+05""","=""1.87e-04""",C,"=""35.208710""","=""40.863194""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3P*""","=""1""",,
O,2,"=""2196.168""","=""1.13e+07""","=""4.09e-03""",C,"=""26.3047208""","=""31.950200""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,
O,2,"=""2196.566""","=""8.36e+04""","=""6.05e-05""",C,"=""20.580943""","=""26.2254001""","=""2s.2p4""","=""2D""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",,
O,3,"=""2197.223""","=""3.45e+05""","=""7.49e-04""",C,"=""35.220427""","=""40.863194""","=""2p4""","=""3P""","=""0""","=""2s2.2p.(2P*).3d""","=""3P*""","=""1""",,
O,3,"=""2198.169""","=""2.58e+05""","=""3.11e-04""",C,"=""35.208710""","=""40.849049""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3P*""","=""2""",,
O,2,"=""2216.403""","=""1.15e+06""","=""1.69e-03""",D,"=""26.5536859""","=""32.147624""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,
O,2,"=""2219.342""","=""2.30e+05""","=""1.70e-04""",E,"=""26.5610940""","=""32.147624""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,
O,2,"=""2219.365""","=""1.38e+06""","=""1.53e-03""",D,"=""26.5610940""","=""32.147566""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""5/2""",,
O,2,"=""2223.16""","=""3.06e+06""","=""2.27e-03""",D,"=""28.509803""","=""34.08673""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",,
O,2,"=""2223.76""","=""3.27e+05""","=""1.62e-04""",E,"=""28.509803""","=""34.08524""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",,
O,2,"=""2224.22""","=""2.18e+05""","=""2.43e-04""",E,"=""28.512453""","=""34.08673""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",,
O,2,"=""2224.81""","=""2.94e+06""","=""2.18e-03""",D,"=""28.512453""","=""34.08524""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",,
O,3,"=""2228.853""","=""6.47e+07""","=""1.45e-01""",B,"=""38.906585""","=""44.469276""","=""2s2.2p.(2P*).3p""","=""1S""","=""0""","=""2s2.2p.(2P*).4s""","=""1P*""","=""1""",,
O,3,"=""2229.61""","=""1.75e+07""","=""3.91e-02""",C+,"=""45.914967""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""0""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",,
O,2,"=""2230.43""","=""6.36e+06""","=""6.32e-03""",D,"=""28.509803""","=""34.06856""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""7/2""",,
O,2,"=""2232.46""","=""4.23e+05""","=""3.16e-04""",E,"=""28.509803""","=""34.06351""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",,
O,2,"=""2233.53""","=""5.91e+06""","=""6.63e-03""",D,"=""28.512453""","=""34.06351""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",,
O,3,"=""2234.05""","=""2.35e+07""","=""2.93e-02""",C+,"=""45.926018""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",,
O,3,"=""2234.05""","=""1.31e+07""","=""9.80e-03""",C+,"=""45.926018""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",,
O,3,"=""2239.47""","=""3.12e+07""","=""3.28e-02""",C+,"=""45.939430""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""3""",,
O,3,"=""2239.47""","=""7.79e+06""","=""5.86e-03""",C+,"=""45.939430""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",,
O,3,"=""2239.47""","=""8.66e+05""","=""3.91e-04""",C,"=""45.939430""","=""51.4758""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",,
O,4,"=""2243.81""","=""1.49e+07""","=""7.50e-03""",B,"=""76.3037""","=""81.8293""","=""2p2.(3P).3p""","=""2D*""","=""5/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",,
O,4,"=""2245.27""","=""1.65e+07""","=""6.24e-03""",B,"=""76.307""","=""81.8293""","=""2p2.(3P).3p""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""1/2""",,
O,4,"=""2245.27""","=""1.65e+06""","=""1.25e-03""",B,"=""76.307""","=""81.8293""","=""2p2.(3P).3p""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",,
O,2,"=""2250.406""","=""3.59e+06""","=""5.45e-03""",D,"=""26.5536859""","=""32.063101""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,
O,2,"=""2253.436""","=""1.79e+07""","=""1.36e-02""",D,"=""26.5610940""","=""32.063101""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,
O,2,"=""2260.329""","=""1.42e+07""","=""1.09e-02""",D,"=""26.5536859""","=""32.038913""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,
O,2,"=""2263.386""","=""7.06e+06""","=""2.71e-03""",D,"=""26.5610940""","=""32.038913""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,
O,4,"=""2275.88""","=""3.45e+05""","=""1.79e-04""",C+,"=""73.5565""","=""79.0042""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",,
O,4,"=""2279.57""","=""6.36e+05""","=""2.48e-04""",C+,"=""73.5730""","=""79.0119""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""1/2""",,
O,4,"=""2280.35""","=""7.38e+06""","=""8.63e-03""",B,"=""68.1733""","=""73.6104""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,
O,4,"=""2281.02""","=""5.33e+05""","=""4.16e-04""",B,"=""73.5565""","=""78.9919""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""","=""2p2.(3P).3d""","=""4P""","=""5/2""",,
O,4,"=""2281.28""","=""6.15e+06""","=""9.60e-03""",B,"=""68.1655""","=""73.6004""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,
O,4,"=""2282.79""","=""1.01e+05""","=""7.89e-05""",C,"=""73.5730""","=""79.0042""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",,
O,4,"=""2283.05""","=""1.27e+05""","=""9.92e-05""",C,"=""73.5813""","=""79.0119""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""","=""2p2.(3P).3d""","=""4P""","=""1/2""",,
O,2,"=""2284.148""","=""7.19e+06""","=""8.44e-03""",D,"=""26.2254001""","=""31.653427""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",,
O,3,"=""2284.47""","=""1.62e+07""","=""1.27e-02""",C+,"=""45.986014""","=""51.4133""","=""2s2.2p.(2P*).4p""","=""1D""","=""2""","=""2s2.2p.(2P*).6d""","=""1D*""","=""2""",,
O,4,"=""2284.57""","=""1.22e+06""","=""9.55e-04""",B,"=""68.1733""","=""73.6004""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,
O,2,"=""2285.538""","=""7.69e+06""","=""8.03e-03""",D,"=""26.2490334""","=""31.673760""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",,
O,4,"=""2286.29""","=""3.15e+05""","=""4.94e-04""",C+,"=""73.5813""","=""79.0042""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""","=""2p2.(3P).3d""","=""4P""","=""3/2""",,
O,3,"=""2287.037""","=""6.42e+05""","=""1.51e-03""",D,"=""44.229664""","=""49.650835""","=""2s2.2p.(2P*).4s""","=""3P*""","=""0""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",,
O,4,"=""2287.96""","=""2.26e+05""","=""2.66e-04""",C+,"=""73.5730""","=""78.9919""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""","=""2p2.(3P).3d""","=""4P""","=""5/2""",,
O,1,"=""2289.25""","=""1.35e+05""","=""1.77e-04""",D,"=""12.3588649""","=""17.77480""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",,
O,1,"=""2289.25""","=""2.48e+04""","=""1.95e-05""",D,"=""12.3588649""","=""17.77480""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",,
O,1,"=""2289.25""","=""1.67e+05""","=""1.84e-04""",D,"=""12.3588750""","=""17.77480""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""3""",,
O,1,"=""2289.27""","=""8.29e+04""","=""1.95e-04""",D,"=""12.3589072""","=""17.77480""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",,
O,3,"=""2289.906""","=""1.92e+06""","=""5.03e-04""",D,"=""44.243139""","=""49.657518""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""0""",,
O,2,"=""2291.552""","=""7.41e+06""","=""1.17e-02""",C,"=""23.4191946""","=""28.829685""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,
O,3,"=""2292.736""","=""4.78e+05""","=""3.77e-04""",D,"=""44.243139""","=""49.650835""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",,
O,3,"=""2293.974""","=""1.73e+06""","=""1.91e-03""",C,"=""35.181719""","=""40.586496""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""3""",,
O,2,"=""2294.004""","=""3.25e+07""","=""2.56e-02""",C,"=""23.4191946""","=""28.823901""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,
O,2,"=""2294.137""","=""5.07e+05""","=""4.00e-04""",D,"=""26.2490334""","=""31.653427""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",,
O,2,"=""2296.305""","=""5.29e+05""","=""6.27e-04""",D,"=""28.829685""","=""34.228977""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",,
O,3,"=""2297.868""","=""4.30e+05""","=""3.40e-04""",D,"=""35.181719""","=""40.577338""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",,
O,3,"=""2298.503""","=""4.75e+05""","=""6.27e-04""",D,"=""44.243139""","=""49.637267""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3d""","=""3P""","=""2""",,
O,2,"=""2298.665""","=""4.40e+05""","=""6.97e-04""",D,"=""28.823901""","=""34.217649""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,
O,3,"=""2300.461""","=""4.76e+04""","=""2.27e-05""",D,"=""35.181719""","=""40.571256""","=""2p4""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",,
O,2,"=""2301.042""","=""4.17e+07""","=""3.31e-02""",C,"=""23.4415082""","=""28.829685""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,
O,2,"=""2301.133""","=""8.77e+04""","=""6.96e-05""",E,"=""28.829685""","=""34.217649""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",,
O,2,"=""2303.514""","=""1.67e+07""","=""6.64e-03""",C,"=""23.4415082""","=""28.823901""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,
O,4,"=""2303.88""","=""3.15e+07""","=""2.51e-02""",B,"=""68.7448""","=""74.1263""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""1/2""",,
O,3,"=""2307.125""","=""7.82e+05""","=""3.74e-04""",D,"=""44.276866""","=""49.650835""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3d""","=""3P""","=""1""",,
O,3,"=""2309.421""","=""1.27e+06""","=""1.69e-03""",C,"=""35.208710""","=""40.577338""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",,
O,3,"=""2309.616""","=""1.02e+06""","=""1.36e-03""",C+,"=""40.571256""","=""45.939430""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",,
O,4,"=""2311.82""","=""3.12e+07""","=""5.00e-02""",B,"=""68.7448""","=""74.108""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""3/2""",,
O,3,"=""2312.040""","=""7.03e+05""","=""5.63e-04""",D,"=""35.208710""","=""40.571256""","=""2p4""","=""3P""","=""1""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",,
O,3,"=""2312.235""","=""1.53e+07""","=""1.23e-02""",C+,"=""40.577338""","=""45.939430""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",,
O,3,"=""2312.965""","=""1.40e+06""","=""1.12e-03""",C,"=""44.276866""","=""49.637267""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3d""","=""3P""","=""2""",,
O,3,"=""2315.401""","=""2.54e+07""","=""2.04e-02""",C+,"=""40.571256""","=""45.926018""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",,
O,3,"=""2316.192""","=""8.51e+07""","=""4.89e-02""",C+,"=""40.586496""","=""45.939430""","=""2s2.2p.(2P*).3d""","=""3D*""","=""3""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",,
O,3,"=""2317.102""","=""9.32e+05""","=""2.25e-03""",D,"=""35.220427""","=""40.571256""","=""2p4""","=""3P""","=""0""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",,
O,3,"=""2318.033""","=""7.58e+07""","=""3.66e-02""",C+,"=""40.577338""","=""45.926018""","=""2s2.2p.(2P*).3d""","=""3D*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",,
O,3,"=""2320.189""","=""1.01e+08""","=""2.72e-02""",C+,"=""40.571256""","=""45.914967""","=""2s2.2p.(2P*).3d""","=""3D*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""0""",,
O,3,"=""2321.664""","=""2.15e-01""","=""5.79e-11""",B+,"=""0.0140323""","=""5.354349""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",M1,
O,1,"=""2325.4519""","=""4.61e+00""","=""1.12e-08""",C,"=""4.1897463""","=""9.5213638""","=""2s2.2p4""","=""1S""","=""0""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",,
O,2,"=""2325.517""","=""6.70e+06""","=""2.72e-03""",D,"=""26.3047208""","=""31.636190""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,
O,2,"=""2326.635""","=""6.69e+06""","=""5.43e-03""",D,"=""26.3047208""","=""31.633627""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,
O,2,"=""2328.661""","=""6.68e+06""","=""8.15e-03""",D,"=""26.3047208""","=""31.628990""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,
O,3,"=""2332.113""","=""6.34e-04""","=""1.03e-13""",C,"=""0.0379607""","=""5.354349""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1S""","=""0""",E2,
O,2,"=""2356.51""","=""1.05e+06""","=""1.75e-03""",D,"=""28.823901""","=""34.08524""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",,
O,2,"=""2358.44""","=""1.26e+06""","=""1.58e-03""",D,"=""28.829685""","=""34.08673""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",,
O,2,"=""2359.11""","=""2.09e+05""","=""1.74e-04""",E,"=""28.829685""","=""34.08524""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",,
O,3,"=""2361.959""","=""3.32e+05""","=""3.89e-04""",C,"=""40.228518""","=""45.477729""","=""2s2.2p.(2P*).3d""","=""3F*""","=""2""","=""2s2.2p.(2P*).4p""","=""3D""","=""3""",,
O,2,"=""2365.728""","=""1.52e+06""","=""1.28e-03""",D,"=""26.2254001""","=""31.466247""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",,
O,2,"=""2365.863""","=""1.52e+07""","=""6.38e-03""",D,"=""26.2254001""","=""31.465948""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",,
